1.0,0.869293,-0.635082,0.225690,0.327470,-0.689993,0.754202,-0.248573,-1.092064,0.000000,1.374992,-0.653674,0.930349,1.107436,1.138904,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0,0.907542,0.329147,0.359412,1.497970,-0.313010,1.095531,-0.557525,-1.588230,2.173076,0.812793,-0.689289,-0.327642,-0.139346,-0.255482,-0.798539,-0.607866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,0.798835,1.470639,-1.635975,0.453649,0.425629,1.104875,1.282322,1.381664,0.000000,1.496850,-0.753887,0.000000,0.000000,0.000000,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0,1.344385,-0.876626,0.935913,1.992050,0.882454,1.786066,-1.646778,-0.942383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,1.105009,0.321356,1.522401,0.882808,-0.430605,1.104875,0.176109,1.261888,0.000000,1.456285,-0.753887,0.000000,0.000000,0.000000,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0,1.595839,-0.607811,0.007075,1.818450,-0.111906,0.847708,-0.566467,-1.581239,2.173076,0.755856,-0.689289,-0.327642,-0.139346,-0.255482,-0.798539,-0.607866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,0.800415,0.570705,-0.912667,0.314802,-0.123583,1.104875,-0.367535,-1.588230,0.000000,1.374992,-0.653674,0.930349,1.107436,1.138904,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0,0.870338,0.901307,0.321985,1.261450,-0.643578,1.104875,0.245111,1.381664,0.000000,1.496850,-0.753887,0.000000,0.000000,0.000000,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0,0.880997,0.882746,0.859345,1.261450,-0.643578,1.104875,0.245111,1.381664,0.000000,1.496850,-0.753887,0.000000,0.000000,0.000000,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.0,0.988153,0.000000,0.000000,1.261450,-0.643578,1.104875,0.245111,1.381664,0.000000,1.496850,-0.753887,0.000000,0.000000,0.000000,-0.000819,-0.176626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
